YEAR,MO,DY,ALLSKY_SFC_SW_DWN
2007,11,25,219.8
2007,11,26,216.09
2007,11,27,213.97
2007,11,28,206.99
2007,11,29,223.08
2007,11,30,218.5
2007,12,1,224.53
2007,12,2,227.96
2007,12,3,219.85
2007,12,4,179.68
2007,12,5,191.55
2007,12,6,139.9
2007,12,7,206.12
2007,12,8,217.17
2007,12,9,219.24
2007,12,10,194.39
2007,12,11,216.72
2007,12,12,222.19
2007,12,13,221.55
2007,12,14,219.63
2007,12,15,154.52
2007,12,16,207.73
2007,12,17,210.51
2007,12,18,215.38
2007,12,19,192.82
2007,12,20,217.14
2007,12,21,215.31
2007,12,22,208.1
2007,12,23,200.58
2007,12,24,195.77
2007,12,25,197.19
2007,12,26,216.89
2007,12,27,208.61
2007,12,28,176.7
2007,12,29,192.45
2007,12,30,219.7
2007,12,31,215.27
2008,1,1,213.37
2008,1,2,209.66
2008,1,3,219.16
2008,1,4,220.84
2008,1,5,212.24
2008,1,6,217.94
2008,1,7,221.55
2008,1,8,226.05
2008,1,9,227.62
2008,1,10,219.54
2008,1,11,212.72
2008,1,12,216.6
2008,1,13,222.13
2008,1,14,224.3
2008,1,15,228.1
2008,1,16,238.24
2008,1,17,238.79
2008,1,18,241.14
2008,1,19,241.4
2008,1,20,242.96
2008,1,21,235.93
2008,1,22,242.76
2008,1,23,245.07
2008,1,24,204.95
2008,1,25,74.3
2008,1,26,174.05
2008,1,27,159.5
2008,1,28,209.8
2008,1,29,151.65
2008,1,30,156.52
2008,1,31,152.55
2008,2,1,153.88
2008,2,2,98.77
2008,2,3,70.45
2008,2,4,102.28
2008,2,5,156.97
2008,2,6,243.98
2008,2,7,250.11
2008,2,8,234.41
2008,2,9,231.52
2008,2,10,214.15
2008,2,11,199.34
2008,2,12,183.52
2008,2,13,216.38
2008,2,14,220.41
2008,2,15,211.55
2008,2,16,215.8
2008,2,17,196.16
2008,2,18,198.73
2008,2,19,257.26
2008,2,20,263.16
2008,2,21,266.84
2008,2,22,264.71
2008,2,23,232.31
2008,2,24,254.9
2008,2,25,251.82
2008,2,26,185.91
2008,2,27,201.57
2008,2,28,174.29
2008,2,29,233
2008,3,1,256.57
2008,3,2,270.8
2008,3,3,281.77
2008,3,4,271.38
2008,3,5,269.25
2008,3,6,272.84
2008,3,7,264.76
2008,3,8,270.08
2008,3,9,278.61
2008,3,10,253.31
2008,3,11,263.41
2008,3,12,246.7
2008,3,13,242.26
2008,3,14,242.42
2008,3,15,223.15
2008,3,16,210.52
2008,3,17,234.4
2008,3,18,227.98
2008,3,19,240.76
2008,3,20,204.78
2008,3,21,167.62
2008,3,22,230.03
2008,3,23,213.98
2008,3,24,222.57
2008,3,25,225.12
2008,3,26,200.58
2008,3,27,200.25
2008,3,28,221.02
2008,3,29,248.33
2008,3,30,250.46
2008,3,31,194.12
2008,4,1,270.88
2008,4,2,200.21
2008,4,3,210.76
2008,4,4,206.9
2008,4,5,266.07
2008,4,6,149.69
2008,4,7,245.11
2008,4,8,248.36
2008,4,9,276.89
2008,4,10,272.42
2008,4,11,270.1
2008,4,12,282.37
2008,4,13,237.4
2008,4,14,238.66
2008,4,15,201.08
2008,4,16,289.03
2008,4,17,273.51
2008,4,18,286.72
2008,4,19,272.11
2008,4,20,251.12
2008,4,21,260.77
2008,4,22,175.8
2008,4,23,186.78
2008,4,24,248.17
2008,4,25,214.08
2008,4,26,277.69
2008,4,27,242.8
2008,4,28,130.26
2008,4,29,188.77
2008,4,30,212.95
2008,5,1,110.38
2008,5,2,229.23
2008,5,3,244.2
2008,5,4,233.14
2008,5,5,257.95
2008,5,6,237.75
2008,5,7,206.23
2008,5,8,231.13
2008,5,9,276.49
2008,5,10,123.89
2008,5,11,181.44
2008,5,12,176.13
2008,5,13,145.85
2008,5,14,225.05
2008,5,15,202.46
2008,5,16,207.64
2008,5,17,245.29
2008,5,18,202.77
2008,5,19,211.35
2008,5,20,176.37
2008,5,21,199.59
2008,5,22,142.16
2008,5,23,217.57
2008,5,24,193.45
2008,5,25,232.49
2008,5,26,220.76
2008,5,27,244.75
2008,5,28,229.29
2008,5,29,223.53
2008,5,30,241.04
2008,5,31,198.85
2008,6,1,245.85
2008,6,2,148.26
2008,6,3,216.13
2008,6,4,187.93
2008,6,5,265.83
2008,6,6,224.09
2008,6,7,249.43
2008,6,8,197.91
2008,6,9,196.95
2008,6,10,246.88
2008,6,11,246
2008,6,12,197.41
2008,6,13,211.21
2008,6,14,219.53
2008,6,15,202.34
2008,6,16,189.16
2008,6,17,165.64
2008,6,18,87.37
2008,6,19,115.78
2008,6,20,227.61
2008,6,21,274.48
2008,6,22,278.8
2008,6,23,284.53
2008,6,24,276.15
2008,6,25,265.57
2008,6,26,247.57
2008,6,27,224.78
2008,6,28,214.92
2008,6,29,196.22
2008,6,30,205.74
2008,7,1,217.73
2008,7,2,188.16
2008,7,3,252.53
2008,7,4,223.64
2008,7,5,202.88
2008,7,6,200.58
2008,7,7,155.33
2008,7,8,110.65
2008,7,9,184.95
2008,7,10,192.61
2008,7,11,221.5
2008,7,12,221.31
2008,7,13,203.2
2008,7,14,244.11
2008,7,15,255.03
2008,7,16,196.96
2008,7,17,165.55
2008,7,18,202.98
2008,7,19,198.6
2008,7,20,189.55
2008,7,21,271.67
2008,7,22,201.09
2008,7,23,200.23
2008,7,24,185.84
2008,7,25,262.22
2008,7,26,261.27
2008,7,27,204.74
2008,7,28,215.12
2008,7,29,208.05
2008,7,30,190.37
2008,7,31,213.61
2008,8,1,193.07
2008,8,2,196.36
2008,8,3,216.31
2008,8,4,193.34
2008,8,5,174.73
2008,8,6,124.84
2008,8,7,133.88
2008,8,8,154.5
2008,8,9,165.88
2008,8,10,172.78
2008,8,11,132.43
2008,8,12,97.92
2008,8,13,167.65
2008,8,14,261
2008,8,15,261.44
2008,8,16,244.67
2008,8,17,245.49
2008,8,18,246.83
2008,8,19,141.21
2008,8,20,223.49
2008,8,21,235.96
2008,8,22,239.49
2008,8,23,239.91
2008,8,24,164.69
2008,8,25,198.38
2008,8,26,187.45
2008,8,27,215.53
2008,8,28,225.32
2008,8,29,256.6
2008,8,30,245.05
2008,8,31,242.27
2008,9,1,222.06
2008,9,2,186.68
2008,9,3,237.26
2008,9,4,200.56
2008,9,5,225.97
2008,9,6,159.51
2008,9,7,189.62
2008,9,8,226.66
2008,9,9,220.4
2008,9,10,239.97
2008,9,11,174.19
2008,9,12,128.38
2008,9,13,147.41
2008,9,14,140.09
2008,9,15,133.71
2008,9,16,151.63
2008,9,17,81.23
2008,9,18,153.91
2008,9,19,164.22
2008,9,20,169.15
2008,9,21,162.66
2008,9,22,186.15
2008,9,23,247.89
2008,9,24,208.06
2008,9,25,188.64
2008,9,26,159.95
2008,9,27,192.95
2008,9,28,210.73
2008,9,29,213.72
2008,9,30,102.89
2008,10,1,164
2008,10,2,212.35
2008,10,3,210.52
2008,10,4,226.34
2008,10,5,223.8
2008,10,6,184.44
2008,10,7,145.11
2008,10,8,174.7
2008,10,9,213.45
2008,10,10,241.04
2008,10,11,216.75
2008,10,12,225.39
2008,10,13,216.89
2008,10,14,220.3
2008,10,15,222.84
2008,10,16,169.9
2008,10,17,154.6
2008,10,18,151.33
2008,10,19,220.9
2008,10,20,169.09
2008,10,21,200.8
2008,10,22,245.86
2008,10,23,220.82
2008,10,24,182.16
2008,10,25,181.17
2008,10,26,163.12
2008,10,27,181.17
2008,10,28,198.88
2008,10,29,170.79
2008,10,30,155.87
2008,10,31,146.46
2008,11,1,86.44
2008,11,2,125.38
2008,11,3,169.62
2008,11,4,95.85
2008,11,5,175.41
2008,11,6,195.88
2008,11,7,222.18
2008,11,8,194.36
2008,11,9,231.24
2008,11,10,233.49
2008,11,11,238.98
2008,11,12,229.13
2008,11,13,228.53
2008,11,14,219.83
2008,11,15,223.41
2008,11,16,176.57
2008,11,17,190.02
2008,11,18,145.05
2008,11,19,115.88
2008,11,20,210.4
2008,11,21,210.38
2008,11,22,200.76
2008,11,23,204.95
2008,11,24,193.19
2008,11,25,205.12
2008,11,26,205.99
2008,11,27,201.95
2008,11,28,205.45
2008,11,29,223.74
2008,11,30,225.84
2008,12,1,225.12
2008,12,2,228.99
2008,12,3,226.8
2008,12,4,202.83
2008,12,5,211.63
2008,12,6,154.99
2008,12,7,195.26
2008,12,8,214.49
2008,12,9,216.2
2008,12,10,213.3
2008,12,11,211.65
2008,12,12,215.21
2008,12,13,219.07
2008,12,14,201.95
2008,12,15,190.59
2008,12,16,192.69
2008,12,17,183.03
2008,12,18,197.92
2008,12,19,208.61
2008,12,20,217.59
2008,12,21,206.32
2008,12,22,210.61
2008,12,23,191.92
2008,12,24,215.46
2008,12,25,186.69
2008,12,26,143.27
2008,12,27,80.16
2008,12,28,125.32
2008,12,29,173.88
2008,12,30,174.89
2008,12,31,202.01
2009,1,1,159.47
2009,1,2,178.27
2009,1,3,208.22
2009,1,4,228.57
2009,1,5,220.02
2009,1,6,223.75
2009,1,7,216.45
2009,1,8,217.65
2009,1,9,196.22
2009,1,10,209.32
2009,1,11,234.3
2009,1,12,233.07
2009,1,13,220.41
2009,1,14,219.7
2009,1,15,219.88
2009,1,16,224.61
2009,1,17,229.77
2009,1,18,235.61
2009,1,19,234.98
2009,1,20,237.72
2009,1,21,231.98
2009,1,22,238.05
2009,1,23,239.06
2009,1,24,235.71
2009,1,25,238.4
2009,1,26,229.4
2009,1,27,234.44
2009,1,28,239.06
2009,1,29,226.15
2009,1,30,216.35
2009,1,31,218.7
2009,2,1,190.54
2009,2,2,221.52
2009,2,3,240.02
2009,2,4,234.92
2009,2,5,234.73
2009,2,6,207.26
2009,2,7,247.15
2009,2,8,249.95
2009,2,9,251.77
2009,2,10,247.14
2009,2,11,196.41
2009,2,12,218.84
2009,2,13,218.91
2009,2,14,249.6
2009,2,15,232.58
2009,2,16,214.86
2009,2,17,193.29
2009,2,18,241.85
2009,2,19,248.87
2009,2,20,238.05
2009,2,21,223.92
2009,2,22,218.69
2009,2,23,216.07
2009,2,24,234.91
2009,2,25,234.58
2009,2,26,232.7
2009,2,27,200.45
2009,2,28,202.62
2009,3,1,156.58
2009,3,2,203.07
2009,3,3,252.48
2009,3,4,220.7
2009,3,5,258.12
2009,3,6,266.3
2009,3,7,263.08
2009,3,8,237.03
2009,3,9,239.34
2009,3,10,216.92
2009,3,11,240.66
2009,3,12,249.21
2009,3,13,227.86
2009,3,14,151.89
2009,3,15,261.41
2009,3,16,203.23
2009,3,17,229.73
2009,3,18,78.98
2009,3,19,208.16
2009,3,20,154.06
2009,3,21,256.58
2009,3,22,257.15
2009,3,23,266.79
2009,3,24,267.02
2009,3,25,206.84
2009,3,26,188.09
2009,3,27,234.21
2009,3,28,267.76
2009,3,29,275.42
2009,3,30,193.48
2009,3,31,172.7
2009,4,1,254.31
2009,4,2,288.3
2009,4,3,294.68
2009,4,4,280.34
2009,4,5,244.66
2009,4,6,238.48
2009,4,7,240.46
2009,4,8,259.22
2009,4,9,263.21
2009,4,10,255.52
2009,4,11,181.61
2009,4,12,208.98
2009,4,13,203.84
2009,4,14,249.05
2009,4,15,239.49
2009,4,16,270.12
2009,4,17,264.61
2009,4,18,292.41
2009,4,19,267.18
2009,4,20,258.37
2009,4,21,227.49
2009,4,22,268.55
2009,4,23,279.37
2009,4,24,273.88
2009,4,25,218.5
2009,4,26,207.44
2009,4,27,235.88
2009,4,28,207.94
2009,4,29,151.53
2009,4,30,169.73
2009,5,1,245.81
2009,5,2,266.65
2009,5,3,264.6
2009,5,4,228.34
2009,5,5,294.32
2009,5,6,263.91
2009,5,7,228.88
2009,5,8,240.39
2009,5,9,216.69
2009,5,10,253.97
2009,5,11,186.16
2009,5,12,150.71
2009,5,13,125.02
2009,5,14,189.94
2009,5,15,190.54
2009,5,16,177
2009,5,17,248.44
2009,5,18,251.92
2009,5,19,248.14
2009,5,20,154.25
2009,5,21,211.91
2009,5,22,271.35
2009,5,23,264.98
2009,5,24,238.59
2009,5,25,243.34
2009,5,26,218.95
2009,5,27,182.54
2009,5,28,221.73
2009,5,29,202.56
2009,5,30,210.25
2009,5,31,215.91
2009,6,1,249.23
2009,6,2,225.23
2009,6,3,228.82
2009,6,4,211.69
2009,6,5,185.7
2009,6,6,207.53
2009,6,7,238.05
2009,6,8,237.59
2009,6,9,227.52
2009,6,10,282.32
2009,6,11,241.73
2009,6,12,233.84
2009,6,13,231.87
2009,6,14,248.76
2009,6,15,220.92
2009,6,16,106.01
2009,6,17,161.2
2009,6,18,222.36
2009,6,19,262.28
2009,6,20,258.17
2009,6,21,266.53
2009,6,22,258
2009,6,23,222.98
2009,6,24,237.59
2009,6,25,280.06
2009,6,26,195.99
2009,6,27,170.06
2009,6,28,195.33
2009,6,29,198.7
2009,6,30,210.17
2009,7,1,194.17
2009,7,2,279.4
2009,7,3,250.03
2009,7,4,149.73
2009,7,5,99.38
2009,7,6,125.83
2009,7,7,184.73
2009,7,8,182.2
2009,7,9,259.8
2009,7,10,281.54
2009,7,11,261.3
2009,7,12,235.01
2009,7,13,167.06
2009,7,14,171.7
2009,7,15,235.52
2009,7,16,195.52
2009,7,17,158.12
2009,7,18,210.49
2009,7,19,213.22
2009,7,20,162.6
2009,7,21,213.7
2009,7,22,238.85
2009,7,23,233.49
2009,7,24,249.98
2009,7,25,256.95
2009,7,26,210.59
2009,7,27,223.27
2009,7,28,180.41
2009,7,29,107.02
2009,7,30,70.28
2009,7,31,95.59
2009,8,1,196.2
2009,8,2,237.88
2009,8,3,218.67
2009,8,4,224.19
2009,8,5,203.15
2009,8,6,218.59
2009,8,7,112.95
2009,8,8,74.27
2009,8,9,171.98
2009,8,10,150.92
2009,8,11,205.84
2009,8,12,203.06
2009,8,13,142.71
2009,8,14,188.73
2009,8,15,221.55
2009,8,16,201.19
2009,8,17,222.75
2009,8,18,278.59
2009,8,19,292.39
2009,8,20,256.28
2009,8,21,256.26
2009,8,22,232.55
2009,8,23,227.41
2009,8,24,214.62
2009,8,25,248.53
2009,8,26,277.61
2009,8,27,212.73
2009,8,28,219.94
2009,8,29,172.37
2009,8,30,146.15
2009,8,31,213.36
2009,9,1,227.53
2009,9,2,192.75
2009,9,3,211.54
2009,9,4,157.21
2009,9,5,203.87
2009,9,6,161.87
2009,9,7,224.44
2009,9,8,193.88
2009,9,9,224.55
2009,9,10,247.47
2009,9,11,216.77
2009,9,12,194.5
2009,9,13,230.73
2009,9,14,151.82
2009,9,15,175.98
2009,9,16,149.74
2009,9,17,155.2
2009,9,18,229.96
2009,9,19,272.91
2009,9,20,276.16
2009,9,21,269.12
2009,9,22,121.12
2009,9,23,197.12
2009,9,24,175.84
2009,9,25,83.55
2009,9,26,149.45
2009,9,27,200.51
2009,9,28,212.35
2009,9,29,214.75
2009,9,30,48.58
2009,10,1,78.72
2009,10,2,123.55
2009,10,3,189.66
2009,10,4,241.59
2009,10,5,230
2009,10,6,205.56
2009,10,7,234.56
2009,10,8,244.24
2009,10,9,240.77
2009,10,10,224.44
2009,10,11,166.58
2009,10,12,197.78
2009,10,13,184.28
2009,10,14,198.81
2009,10,15,171.97
2009,10,16,172.98
2009,10,17,190.83
2009,10,18,150.45
2009,10,19,217.76
2009,10,20,235.74
2009,10,21,187.59
2009,10,22,208.3
2009,10,23,201.9
2009,10,24,212.89
2009,10,25,210.72
2009,10,26,214.88
2009,10,27,233.55
2009,10,28,217.88
2009,10,29,248.2
2009,10,30,245.85
2009,10,31,245.88
2009,11,1,246.24
2009,11,2,179.28
2009,11,3,140.37
2009,11,4,176.3
2009,11,5,233.34
2009,11,6,241.23
2009,11,7,237.87
2009,11,8,191.66
2009,11,9,209.05
2009,11,10,224.8
2009,11,11,221.2
2009,11,12,226.31
2009,11,13,216.56
2009,11,14,207.9
2009,11,15,205.49
2009,11,16,183.68
2009,11,17,133.37
2009,11,18,228.05
2009,11,19,202.98
2009,11,20,231.37
2009,11,21,230.6
2009,11,22,181.95
2009,11,23,216.14
2009,11,24,213.13
2009,11,25,223.21
2009,11,26,227.06
2009,11,27,222.32
2009,11,28,226.52
2009,11,29,217.15
2009,11,30,213.56
2009,12,1,214.51
2009,12,2,208.26
2009,12,3,202.84
2009,12,4,204.27
2009,12,5,186.91
2009,12,6,195.69
2009,12,7,191.03
2009,12,8,190.68
2009,12,9,208.81
2009,12,10,200.43
2009,12,11,182.39
2009,12,12,219.15
2009,12,13,177.45
2009,12,14,213.62
2009,12,15,180.8
2009,12,16,194.47
2009,12,17,207.95
2009,12,18,221.13
2009,12,19,200.16
2009,12,20,208.41
2009,12,21,217.06
2009,12,22,223.04
2009,12,23,216.71
2009,12,24,219.57
2009,12,25,215.99
2009,12,26,203.28
2009,12,27,189.24
2009,12,28,160.38
2009,12,29,173.22
2009,12,30,157.26
2009,12,31,178.88
2010,1,1,184.7
2010,1,2,192.11
2010,1,3,191.63
2010,1,4,196.71
2010,1,5,185.46
2010,1,6,172.27
2010,1,7,96.59
2010,1,8,63.48
2010,1,9,199.64
2010,1,10,232.39
2010,1,11,209.45
2010,1,12,217.68
2010,1,13,220.5
2010,1,14,220.79
2010,1,15,205.36
2010,1,16,163.54
2010,1,17,226.54
2010,1,18,227.4
2010,1,19,229.59
2010,1,20,148.98
2010,1,21,63.28
2010,1,22,67.25
2010,1,23,126.04
2010,1,24,128.57
2010,1,25,214.8
2010,1,26,231.29
2010,1,27,232.83
2010,1,28,235.67
2010,1,29,226.42
2010,1,30,212.15
2010,1,31,209.34
2010,2,1,209.09
2010,2,2,209.71
2010,2,3,190.12
2010,2,4,171.7
2010,2,5,186.98
2010,2,6,173.21
2010,2,7,181.9
2010,2,8,182.44
2010,2,9,215.66
2010,2,10,227.28
2010,2,11,232.74
2010,2,12,229.02
2010,2,13,221.77
2010,2,14,197.66
2010,2,15,217.99
2010,2,16,208.71
2010,2,17,210.1
2010,2,18,219.96
2010,2,19,160.11
2010,2,20,181.52
2010,2,21,191.63
2010,2,22,216.16
2010,2,23,195.12
2010,2,24,242.76
2010,2,25,256.13
2010,2,26,271.7
2010,2,27,265.02
2010,2,28,261.09
2010,3,1,265.23
2010,3,2,256.68
2010,3,3,270.46
2010,3,4,277.87
2010,3,5,264.61
2010,3,6,253.94
2010,3,7,239.02
2010,3,8,246.44
2010,3,9,214.28
2010,3,10,115.66
2010,3,11,218.86
2010,3,12,253.47
2010,3,13,247.02
2010,3,14,259.7
2010,3,15,260.56
2010,3,16,229.25
2010,3,17,213.9
2010,3,18,270.8
2010,3,19,277.98
2010,3,20,214.84
2010,3,21,189.68
2010,3,22,176.22
2010,3,23,223.98
2010,3,24,225.88
2010,3,25,243.41
2010,3,26,173.05
2010,3,27,221.13
2010,3,28,234.66
2010,3,29,222.18
2010,3,30,248.71
2010,3,31,215.95
2010,4,1,247.98
2010,4,2,249.54
2010,4,3,212.54
2010,4,4,227.8
2010,4,5,254.66
2010,4,6,256.14
2010,4,7,250.02
2010,4,8,219.56
2010,4,9,236.2
2010,4,10,260.76
2010,4,11,294.56
2010,4,12,295.28
2010,4,13,291.34
2010,4,14,272.77
2010,4,15,252.37
2010,4,16,160.75
2010,4,17,183.48
2010,4,18,275.89
2010,4,19,274.42
2010,4,20,273.91
2010,4,21,283.65
2010,4,22,283.91
2010,4,23,227.74
2010,4,24,239.84
2010,4,25,239.37
2010,4,26,197.28
2010,4,27,245.49
2010,4,28,226.21
2010,4,29,269.83
2010,4,30,216.77
2010,5,1,170.38
2010,5,2,228.38
2010,5,3,186.58
2010,5,4,254.26
2010,5,5,249.91
2010,5,6,269.2
2010,5,7,280.95
2010,5,8,269.05
2010,5,9,277.7
2010,5,10,195.08
2010,5,11,242.2
2010,5,12,238.56
2010,5,13,270.98
2010,5,14,268.67
2010,5,15,226.43
2010,5,16,181.22
2010,5,17,246.7
2010,5,18,208.43
2010,5,19,250.54
2010,5,20,230.51
2010,5,21,227.02
2010,5,22,259.36
2010,5,23,168.91
2010,5,24,210.32
2010,5,25,182.21
2010,5,26,208.45
2010,5,27,243.55
2010,5,28,215.24
2010,5,29,250.82
2010,5,30,268.2
2010,5,31,278.8
2010,6,1,267.49
2010,6,2,243.72
2010,6,3,194.8
2010,6,4,176.51
2010,6,5,225.2
2010,6,6,194.25
2010,6,7,252.73
2010,6,8,197.26
2010,6,9,213.27
2010,6,10,214.2
2010,6,11,255.25
2010,6,12,251.71
2010,6,13,272.9
2010,6,14,269.73
2010,6,15,253.38
2010,6,16,262.37
2010,6,17,272.28
2010,6,18,265.76
2010,6,19,261.35
2010,6,20,261.88
2010,6,21,198.08
2010,6,22,195.38
2010,6,23,207.25
2010,6,24,249.66
2010,6,25,264.27
2010,6,26,230.57
2010,6,27,181.51
2010,6,28,209.61
2010,6,29,231.77
2010,6,30,227.21
2010,7,1,200.15
2010,7,2,180.63
2010,7,3,245.32
2010,7,4,275.73
2010,7,5,282.02
2010,7,6,271.44
2010,7,7,299.77
2010,7,8,286.77
2010,7,9,210.96
2010,7,10,272.59
2010,7,11,264.97
2010,7,12,242.52
2010,7,13,249.7
2010,7,14,228.73
2010,7,15,239.78
2010,7,16,199.4
2010,7,17,126.96
2010,7,18,118.87
2010,7,19,199.05
2010,7,20,250.21
2010,7,21,237.7
2010,7,22,169.59
2010,7,23,179.84
2010,7,24,191.06
2010,7,25,209.25
2010,7,26,158.05
2010,7,27,125.91
2010,7,28,231.92
2010,7,29,198.27
2010,7,30,220.09
2010,7,31,235.76
2010,8,1,142.15
2010,8,2,174.73
2010,8,3,175.38
2010,8,4,195.06
2010,8,5,194.39
2010,8,6,173.68
2010,8,7,213.62
2010,8,8,186.18
2010,8,9,173.83
2010,8,10,159.95
2010,8,11,193.92
2010,8,12,219.14
2010,8,13,157.93
2010,8,14,245.12
2010,8,15,251.92
2010,8,16,181.74
2010,8,17,173.49
2010,8,18,224.93
2010,8,19,272.18
2010,8,20,232.01
2010,8,21,72.35
2010,8,22,181.8
2010,8,23,218.39
2010,8,24,104.16
2010,8,25,159.08
2010,8,26,253.45
2010,8,27,202.38
2010,8,28,111.81
2010,8,29,165.18
2010,8,30,211.43
2010,8,31,186.88
2010,9,1,147.08
2010,9,2,179.84
2010,9,3,220.3
2010,9,4,211.05
2010,9,5,186.75
2010,9,6,209.81
2010,9,7,195.5
2010,9,8,218.34
2010,9,9,151.49
2010,9,10,208.95
2010,9,11,181.26
2010,9,12,172.38
2010,9,13,130.78
2010,9,14,169.77
2010,9,15,171.4
2010,9,16,185.06
2010,9,17,214.2
2010,9,18,168.71
2010,9,19,207.56
2010,9,20,217.59
2010,9,21,237.14
2010,9,22,188.34
2010,9,23,221.45
2010,9,24,226.11
2010,9,25,172.54
2010,9,26,224.22
2010,9,27,207.76
2010,9,28,224.89
2010,9,29,221.75
2010,9,30,234.24
2010,10,1,233.69
2010,10,2,215.08
2010,10,3,166.09
2010,10,4,108.15
2010,10,5,109.05
2010,10,6,150.15
2010,10,7,187.12
2010,10,8,208.49
2010,10,9,208.27
2010,10,10,211.54
2010,10,11,111.95
2010,10,12,179.65
2010,10,13,192.1
2010,10,14,175.29
2010,10,15,129.81
2010,10,16,99.48
2010,10,17,78.78
2010,10,18,149.63
2010,10,19,142.18
2010,10,20,214.79
2010,10,21,195.29
2010,10,22,169.55
2010,10,23,207.57
2010,10,24,191.83
2010,10,25,194.43
2010,10,26,191.02
2010,10,27,151.55
2010,10,28,223.95
2010,10,29,197.18
2010,10,30,214.95
2010,10,31,229.77
2010,11,1,206.22
2010,11,2,228.46
2010,11,3,230.85
2010,11,4,224.55
2010,11,5,162.2
2010,11,6,129.45
2010,11,7,172.7
2010,11,8,232.58
2010,11,9,169.53
2010,11,10,183.12
2010,11,11,147.28
2010,11,12,183.72
2010,11,13,232.01
2010,11,14,231.09
2010,11,15,173.88
2010,11,16,197.88
2010,11,17,155.55
2010,11,18,201.95
2010,11,19,197.54
2010,11,20,220.17
2010,11,21,221.48
2010,11,22,211.6
2010,11,23,223.7
2010,11,24,221.84
2010,11,25,199.16
2010,11,26,183.87
2010,11,27,218.22
2010,11,28,225.19
2010,11,29,229.26
2010,11,30,221.34
2010,12,1,198.76
2010,12,2,202.91
2010,12,3,211.88
2010,12,4,202.48
2010,12,5,184.76
2010,12,6,201.54
2010,12,7,181.91
2010,12,8,192.93
2010,12,9,207.73
2010,12,10,205.05
2010,12,11,184.19
2010,12,12,179.11
2010,12,13,191.22
2010,12,14,189.14
2010,12,15,165.13
2010,12,16,57.97
2010,12,17,130.14
2010,12,18,184.32
2010,12,19,210.88
2010,12,20,218.12
2010,12,21,215.05
2010,12,22,196.01
2010,12,23,208.46
2010,12,24,204.22
2010,12,25,195.78
2010,12,26,213.12
2010,12,27,227.86
2010,12,28,223.26
2010,12,29,229.15
2010,12,30,229.82
2010,12,31,220.12
2011,1,1,212.63
2011,1,2,215.04
2011,1,3,223.83
2011,1,4,215.96
2011,1,5,226.7
2011,1,6,227.55
2011,1,7,217.61
2011,1,8,217.41
2011,1,9,206.57
2011,1,10,210.36
2011,1,11,88.04
2011,1,12,179.5
2011,1,13,221.6
2011,1,14,217.99
2011,1,15,197.59
2011,1,16,195.47
2011,1,17,198.96
2011,1,18,227.96
2011,1,19,220.5
2011,1,20,212.3
2011,1,21,237.64
2011,1,22,215.96
2011,1,23,227.02
2011,1,24,239.1
2011,1,25,244.68
2011,1,26,245.7
2011,1,27,226.49
2011,1,28,216.82
2011,1,29,237.59
2011,1,30,237.91
2011,1,31,235.19
2011,2,1,195.91
2011,2,2,231.55
2011,2,3,245.6
2011,2,4,249.48
2011,2,5,240.36
2011,2,6,246.61
2011,2,7,211.9
2011,2,8,245.43
2011,2,9,248.5
2011,2,10,211.79
2011,2,11,215.57
2011,2,12,199.69
2011,2,13,162.66
2011,2,14,169.25
2011,2,15,158.05
2011,2,16,210.13
2011,2,17,230.16
2011,2,18,199.91
2011,2,19,227.71
2011,2,20,226.9
2011,2,21,126.34
2011,2,22,202.8
2011,2,23,180.71
2011,2,24,219.23
2011,2,25,198.21
2011,2,26,201.29
2011,2,27,242.95
2011,2,28,251.88
2011,3,1,250.59
2011,3,2,225.66
2011,3,3,233.24
2011,3,4,235.02
2011,3,5,260.49
2011,3,6,250.75
2011,3,7,233.59
2011,3,8,114.87
2011,3,9,229.98
2011,3,10,260.82
2011,3,11,276.91
2011,3,12,222.73
2011,3,13,243.86
2011,3,14,235.93
2011,3,15,175.37
2011,3,16,85
2011,3,17,90.71
2011,3,18,122.62
2011,3,19,264.12
2011,3,20,270.85
2011,3,21,278.16
2011,3,22,255.45
2011,3,23,91.77
2011,3,24,283.05
2011,3,25,262.2
2011,3,26,231.43
2011,3,27,107.59
2011,3,28,140.73
2011,3,29,98.02
2011,3,30,91.28
2011,3,31,236.24
2011,4,1,292.39
2011,4,2,277.43
2011,4,3,241.34
2011,4,4,211.33
2011,4,5,214.31
2011,4,6,189.38
2011,4,7,198.02
2011,4,8,211.06
2011,4,9,221.55
2011,4,10,268.82
2011,4,11,291.62
2011,4,12,283.77
2011,4,13,266.99
2011,4,14,244.62
2011,4,15,222.64
2011,4,16,257.95
2011,4,17,261.14
2011,4,18,226.18
2011,4,19,146.79
2011,4,20,206.48
2011,4,21,243.02
2011,4,22,200.64
2011,4,23,143.33
2011,4,24,215.77
2011,4,25,266.14
2011,4,26,219.34
2011,4,27,228.98
2011,4,28,177.9
2011,4,29,209.84
2011,4,30,198.02
2011,5,1,219.14
2011,5,2,277.2
2011,5,3,224.1
2011,5,4,222.62
2011,5,5,239.16
2011,5,6,215.5
2011,5,7,235.12
2011,5,8,253.95
2011,5,9,227
2011,5,10,237.28
2011,5,11,225.89
2011,5,12,168.93
2011,5,13,207.69
2011,5,14,125.39
2011,5,15,246.65
2011,5,16,234.22
2011,5,17,213.31
2011,5,18,140.67
