YEAR,MO,DY,ALLSKY_SFC_SW_DWN
2014,11,11,238.33
2014,11,12,230.3
2014,11,13,219.95
2014,11,14,153.93
2014,11,15,234.45
2014,11,16,228.38
2014,11,17,222.45
2014,11,18,198.57
2014,11,19,227.71
2014,11,20,223.71
2014,11,21,209.39
2014,11,22,231.54
2014,11,23,232.57
2014,11,24,231.99
2014,11,25,225.41
2014,11,26,213.15
2014,11,27,211.05
2014,11,28,207.5
2014,11,29,196.84
2014,11,30,209.75
2014,12,1,141.3
2014,12,2,104.48
2014,12,3,123.19
2014,12,4,135.31
2014,12,5,174.8
2014,12,6,193.93
2014,12,7,219.84
2014,12,8,219.38
2014,12,9,222.23
2014,12,10,202.09
2014,12,11,224.42
2014,12,12,215.61
2014,12,13,213.83
2014,12,14,217.85
2014,12,15,220.71
2014,12,16,162.68
2014,12,17,161.51
2014,12,18,201.35
2014,12,19,200.85
2014,12,20,218.25
2014,12,21,216.23
2014,12,22,199.26
2014,12,23,218.23
2014,12,24,202.95
2014,12,25,158.49
2014,12,26,216.56
2014,12,27,220.07
2014,12,28,220.34
2014,12,29,216.77
2014,12,30,219.51
2014,12,31,226.48
2015,1,1,224.45
2015,1,2,224.45
2015,1,3,220.77
2015,1,4,225.97
2015,1,5,221.02
2015,1,6,212.45
2015,1,7,169.11
2015,1,8,112.7
2015,1,9,131
2015,1,10,73.85
2015,1,11,83.02
2015,1,12,118.21
2015,1,13,232.79
2015,1,14,239.93
2015,1,15,237.04
2015,1,16,231.02
2015,1,17,229.17
2015,1,18,223.48
2015,1,19,233.45
2015,1,20,228.93
2015,1,21,211.26
2015,1,22,208.82
2015,1,23,219.88
2015,1,24,204.64
2015,1,25,209.71
2015,1,26,213.05
2015,1,27,214.83
2015,1,28,210.47
2015,1,29,213.66
2015,1,30,223.78
2015,1,31,230.54
2015,2,1,239.15
2015,2,2,243.23
2015,2,3,253.51
2015,2,4,251.35
2015,2,5,242.59
2015,2,6,251.19
2015,2,7,234.52
2015,2,8,229.39
2015,2,9,252.97
2015,2,10,241.06
2015,2,11,225.95
2015,2,12,218.59
2015,2,13,136.51
2015,2,14,150.66
2015,2,15,221.84
2015,2,16,164.22
2015,2,17,159.34
2015,2,18,149.59
2015,2,19,171.73
2015,2,20,147.72
2015,2,21,155.24
2015,2,22,177.47
2015,2,23,198.34
2015,2,24,219.31
2015,2,25,246.66
2015,2,26,233.62
2015,2,27,225.9
2015,2,28,225.77
2015,3,1,231.38
2015,3,2,231.59
2015,3,3,223.09
2015,3,4,243.45
2015,3,5,236.91
2015,3,6,236.41
2015,3,7,205.95
2015,3,8,201.65
2015,3,9,225.02
2015,3,10,196.05
2015,3,11,204.65
2015,3,12,191.98
2015,3,13,192.93
2015,3,14,184.14
2015,3,15,234.49
2015,3,16,242.28
2015,3,17,248.36
2015,3,18,243.89
2015,3,19,235.36
2015,3,20,214.52
2015,3,21,121.05
2015,3,22,181.12
2015,3,23,185.02
2015,3,24,107.69
2015,3,25,159.06
2015,3,26,171.07
2015,3,27,228.62
2015,3,28,266.61
2015,3,29,181.78
2015,3,30,152.06
2015,3,31,246.46
2015,4,1,252.79
2015,4,2,278.68
2015,4,3,300.88
2015,4,4,296.78
2015,4,5,269.3
2015,4,6,261.1
2015,4,7,219.09
2015,4,8,158.41
2015,4,9,209.62
2015,4,10,197.54
2015,4,11,151.74
2015,4,12,194.74
2015,4,13,297.08
2015,4,14,312.7
2015,4,15,290.01
2015,4,16,277.04
2015,4,17,268.12
2015,4,18,271.12
2015,4,19,290.8
2015,4,20,281.94
2015,4,21,236.87
2015,4,22,185.3
2015,4,23,141.88
2015,4,24,241.48
2015,4,25,173.87
2015,4,26,227.62
2015,4,27,244.03
2015,4,28,258.76
2015,4,29,274
2015,4,30,245.12
2015,5,1,236.74
2015,5,2,252.91
2015,5,3,260.47
2015,5,4,276.82
2015,5,5,255.94
2015,5,6,221.3
2015,5,7,248.73
2015,5,8,251.66
2015,5,9,195.62
2015,5,10,271.21
2015,5,11,246.33
2015,5,12,174.6
2015,5,13,205.18
2015,5,14,249.2
2015,5,15,259.21
2015,5,16,270.75
2015,5,17,230.45
2015,5,18,231.27
2015,5,19,252.23
2015,5,20,258.2
2015,5,21,274.27
2015,5,22,259.01
2015,5,23,249.19
2015,5,24,246.39
2015,5,25,281.99
2015,5,26,243.11
2015,5,27,217.55
2015,5,28,279.8
2015,5,29,298.21
2015,5,30,297.16
2015,5,31,271.93
2015,6,1,278.55
2015,6,2,239.2
2015,6,3,252.84
2015,6,4,299.36
2015,6,5,276.05
2015,6,6,258.76
2015,6,7,201.1
2015,6,8,225.15
2015,6,9,248.1
2015,6,10,281.74
2015,6,11,287.32
2015,6,12,272.31
2015,6,13,216.52
2015,6,14,257.21
2015,6,15,215.95
2015,6,16,240.41
2015,6,17,246.67
2015,6,18,266.97
2015,6,19,281.76
2015,6,20,245.11
2015,6,21,254.29
2015,6,22,184.52
2015,6,23,132.74
2015,6,24,147.36
2015,6,25,153.83
2015,6,26,206.67
2015,6,27,216.4
2015,6,28,258.45
2015,6,29,289.96
2015,6,30,298.41
2015,7,1,304.75
2015,7,2,298.23
2015,7,3,273.44
2015,7,4,269.84
2015,7,5,238.75
2015,7,6,222.66
2015,7,7,194.38
2015,7,8,87.4
2015,7,9,150.07
2015,7,10,264.1
2015,7,11,251.69
2015,7,12,155
2015,7,13,197.48
2015,7,14,198.06
2015,7,15,195.09
2015,7,16,183.16
2015,7,17,218.65
2015,7,18,206.33
2015,7,19,131.2
2015,7,20,127.01
2015,7,21,173.98
2015,7,22,187.36
2015,7,23,183.95
2015,7,24,149.76
2015,7,25,171.7
2015,7,26,162.28
2015,7,27,163.88
2015,7,28,189.49
2015,7,29,166.41
2015,7,30,194.58
2015,7,31,131.3
2015,8,1,108.32
2015,8,2,131.45
2015,8,3,206.66
2015,8,4,215.02
2015,8,5,203.27
2015,8,6,214.47
2015,8,7,134.41
2015,8,8,126.83
2015,8,9,253.93
2015,8,10,219.05
2015,8,11,202.02
2015,8,12,202.19
2015,8,13,208.92
2015,8,14,239.93
2015,8,15,229.13
2015,8,16,256.41
2015,8,17,235.5
2015,8,18,285.37
2015,8,19,277.92
2015,8,20,241.3
2015,8,21,245.39
2015,8,22,266.37
2015,8,23,247.83
2015,8,24,258.54
2015,8,25,274.7
2015,8,26,152.28
2015,8,27,129.07
2015,8,28,216.09
2015,8,29,225.25
2015,8,30,205.1
2015,8,31,82.07
2015,9,1,126.34
2015,9,2,148.72
2015,9,3,124.14
2015,9,4,200.42
2015,9,5,210.77
2015,9,6,279.2
2015,9,7,250.13
2015,9,8,235.2
2015,9,9,210.23
2015,9,10,201.84
2015,9,11,182.88
2015,9,12,156.46
2015,9,13,190.22
2015,9,14,225.26
2015,9,15,94.77
2015,9,16,156.54
2015,9,17,148.41
2015,9,18,172.19
2015,9,19,265.86
2015,9,20,274.67
2015,9,21,228.61
2015,9,22,126.94
2015,9,23,215.03
2015,9,24,222.53
2015,9,25,230.66
2015,9,26,244.57
2015,9,27,180.7
2015,9,28,198.34
2015,9,29,234.75
2015,9,30,200.51
2015,10,1,214.17
2015,10,2,146.77
2015,10,3,166.39
2015,10,4,174.48
2015,10,5,167.48
2015,10,6,159.41
2015,10,7,104.58
2015,10,8,96.1
2015,10,9,177.19
2015,10,10,184.77
2015,10,11,73.98
2015,10,12,208.28
2015,10,13,251.08
2015,10,14,244.33
2015,10,15,182.76
2015,10,16,245.38
2015,10,17,241.35
2015,10,18,237.98
2015,10,19,242.98
2015,10,20,228.88
2015,10,21,218.07
2015,10,22,232.3
2015,10,23,214.79
2015,10,24,242.8
2015,10,25,229.17
2015,10,26,238.98
2015,10,27,235.68
2015,10,28,241.05
2015,10,29,221.16
2015,10,30,240.85
2015,10,31,244.68
2015,11,1,199.23
2015,11,2,162.16
2015,11,3,233.51
2015,11,4,229.03
2015,11,5,224.18
2015,11,6,158.27
2015,11,7,115.16
2015,11,8,199.4
2015,11,9,210.16
2015,11,10,198.35
2015,11,11,232.52
2015,11,12,213.82
2015,11,13,200.09
2015,11,14,166.33
2015,11,15,214.54
2015,11,16,206.58
2015,11,17,200.07
2015,11,18,209.44
2015,11,19,219.99
2015,11,20,228.96
2015,11,21,224.65
2015,11,22,226.61
2015,11,23,207.55
2015,11,24,210.02
2015,11,25,212.46
2015,11,26,208.94
2015,11,27,221.7
2015,11,28,222.66
2015,11,29,203.72
2015,11,30,193.07
2015,12,1,211.89
2015,12,2,212.44
2015,12,3,124.17
2015,12,4,179.61
2015,12,5,114.1
2015,12,6,147.35
2015,12,7,203.16
2015,12,8,204.16
2015,12,9,217.13
2015,12,10,218.41
2015,12,11,208.12
2015,12,12,203.55
2015,12,13,202.09
2015,12,14,204.33
2015,12,15,207.68
2015,12,16,198.96
2015,12,17,137.38
2015,12,18,219.78
2015,12,19,202.92
2015,12,20,194.62
2015,12,21,221.35
2015,12,22,149.73
2015,12,23,144.11
2015,12,24,187.39
2015,12,25,189.76
2015,12,26,199.82
2015,12,27,183.74
2015,12,28,214.33
2015,12,29,223.08
2015,12,30,221.09
2015,12,31,208.1
2016,1,1,211.02
2016,1,2,225.88
2016,1,3,215.37
2016,1,4,218.55
2016,1,5,201.38
2016,1,6,187.59
2016,1,7,179.22
2016,1,8,192.71
2016,1,9,148.65
2016,1,10,152.34
2016,1,11,198.06
2016,1,12,179.29
2016,1,13,171.68
2016,1,14,166.08
2016,1,15,169.49
2016,1,16,183.59
2016,1,17,204.39
2016,1,18,181.07
2016,1,19,159.7
2016,1,20,135.37
2016,1,21,174.93
2016,1,22,178.18
2016,1,23,179.73
2016,1,24,44.01
2016,1,25,114.49
2016,1,26,129.03
2016,1,27,183.91
2016,1,28,195.71
2016,1,29,214.83
2016,1,30,188.93
2016,1,31,186.03
2016,2,1,191.4
2016,2,2,199.39
2016,2,3,229.49
2016,2,4,253.99
2016,2,5,250.49
2016,2,6,246.27
2016,2,7,232.3
2016,2,8,260.17
2016,2,9,253.5
2016,2,10,249.9
2016,2,11,233.77
2016,2,12,236.51
2016,2,13,241.86
2016,2,14,242.8
2016,2,15,230.2
2016,2,16,232.84
2016,2,17,246.12
2016,2,18,255.05
2016,2,19,229.3
2016,2,20,225.44
2016,2,21,233.95
2016,2,22,219.12
2016,2,23,212.84
2016,2,24,227.56
2016,2,25,244.4
2016,2,26,274.09
2016,2,27,271.64
2016,2,28,266.81
2016,2,29,259.65
2016,3,1,275.91
2016,3,2,274.53
2016,3,3,270.45
2016,3,4,254.52
2016,3,5,213.51
2016,3,6,210.25
2016,3,7,209.54
2016,3,8,238.63
2016,3,9,228.16
2016,3,10,247.9
2016,3,11,199.41
2016,3,12,202.73
2016,3,13,237.7
2016,3,14,242.62
2016,3,15,235.95
2016,3,16,253.78
2016,3,17,247.98
2016,3,18,250.5
2016,3,19,249.07
2016,3,20,244.41
2016,3,21,239.95
2016,3,22,242.4
2016,3,23,228.67
2016,3,24,231.35
2016,3,25,193.21
2016,3,26,194.56
2016,3,27,198.67
2016,3,28,214.41
2016,3,29,221.34
2016,3,30,166.09
2016,3,31,137.37
2016,4,1,180.27
2016,4,2,186.3
2016,4,3,233.62
2016,4,4,254.22
2016,4,5,273.67
2016,4,6,278.65
2016,4,7,265.23
2016,4,8,234.07
2016,4,9,250.74
2016,4,10,265.09
2016,4,11,249.83
2016,4,12,252.93
2016,4,13,244.9
2016,4,14,247.86
2016,4,15,256.71
2016,4,16,265.17
2016,4,17,257.7
2016,4,18,233.85
2016,4,19,200.28
2016,4,20,165.6
2016,4,21,201.4
2016,4,22,227.98
2016,4,23,255.81
2016,4,24,272.09
2016,4,25,248.88
2016,4,26,227.97
2016,4,27,204.58
2016,4,28,207.57
2016,4,29,201.77
2016,4,30,95.82
2016,5,1,261.48
2016,5,2,233.36
2016,5,3,261.16
2016,5,4,260.5
2016,5,5,270.41
2016,5,6,268.23
2016,5,7,264.41
2016,5,8,229.09
2016,5,9,227.9
2016,5,10,229.01
2016,5,11,243.32
2016,5,12,249.79
2016,5,13,211.89
2016,5,14,236.09
2016,5,15,224.68
2016,5,16,146.25
2016,5,17,268
2016,5,18,204.47
2016,5,19,245.65
2016,5,20,265.88
2016,5,21,241.2
2016,5,22,229.52
2016,5,23,220.81
2016,5,24,234.39
2016,5,25,240.27
2016,5,26,229.26
2016,5,27,245.25
2016,5,28,250.33
2016,5,29,166.68
2016,5,30,145.06
2016,5,31,216.16
2016,6,1,290.25
2016,6,2,290.88
2016,6,3,297.34
2016,6,4,241.71
2016,6,5,177.58
2016,6,6,210.15
2016,6,7,194.02
2016,6,8,158.58
2016,6,9,222.62
2016,6,10,258.39
2016,6,11,236.95
2016,6,12,226.99
2016,6,13,274.73
2016,6,14,261.51
2016,6,15,275.92
2016,6,16,230.48
2016,6,17,183.11
2016,6,18,237.68
2016,6,19,257.81
2016,6,20,242.46
2016,6,21,206.8
2016,6,22,224.42
2016,6,23,161.22
2016,6,24,216.78
2016,6,25,218.3
2016,6,26,172.22
2016,6,27,203.66
2016,6,28,223.9
2016,6,29,128.36
2016,6,30,180.22
2016,7,1,192.17
2016,7,2,168.79
2016,7,3,178.91
2016,7,4,79.52
2016,7,5,132.45
2016,7,6,97.59
2016,7,7,161.46
2016,7,8,216.83
2016,7,9,236.45
2016,7,10,247.54
2016,7,11,218.86
2016,7,12,215.49
2016,7,13,191.3
2016,7,14,230.68
2016,7,15,234.92
2016,7,16,272.9
2016,7,17,294.18
2016,7,18,274.74
2016,7,19,243.54
2016,7,20,246.47
2016,7,21,186.7
2016,7,22,254.28
2016,7,23,139.25
2016,7,24,270.36
2016,7,25,265.17
2016,7,26,264.41
2016,7,27,234.46
2016,7,28,181.8
2016,7,29,165.02
2016,7,30,224.3
2016,7,31,243.41
2016,8,1,275.18
2016,8,2,245.1
2016,8,3,202.64
2016,8,4,209.55
2016,8,5,208.3
2016,8,6,204.15
2016,8,7,233.32
2016,8,8,280.93
2016,8,9,257.45
2016,8,10,252.17
2016,8,11,165.22
2016,8,12,160.88
2016,8,13,160.32
2016,8,14,126.3
2016,8,15,143.69
2016,8,16,171.61
2016,8,17,218.05
2016,8,18,197.55
2016,8,19,78.16
2016,8,20,232.61
2016,8,21,257.09
2016,8,22,230.79
2016,8,23,193.58
2016,8,24,184.71
2016,8,25,192.24
2016,8,26,190.8
2016,8,27,168.1
2016,8,28,215.65
2016,8,29,189.46
2016,8,30,247.62
2016,8,31,240.8
2016,9,1,223.59
2016,9,2,221.15
2016,9,3,198.01
2016,9,4,207.62
2016,9,5,143.81
2016,9,6,114.22
2016,9,7,204.53
2016,9,8,188.51
2016,9,9,209.87
2016,9,10,208.94
2016,9,11,104.42
2016,9,12,192.02
2016,9,13,105.86
2016,9,14,175.09
2016,9,15,191.15
2016,9,16,219
2016,9,17,223.63
2016,9,18,229.68
2016,9,19,193.31
2016,9,20,155.22
2016,9,21,106.34
2016,9,22,124.05
2016,9,23,187.62
2016,9,24,169.21
2016,9,25,164.13
2016,9,26,187.93
2016,9,27,228.97
2016,9,28,256.36
2016,9,29,222.62
2016,9,30,111.82
2016,10,1,180.73
2016,10,2,188.94
2016,10,3,184.44
2016,10,4,219.41
2016,10,5,152.73
2016,10,6,160.02
2016,10,7,202.87
2016,10,8,180.99
2016,10,9,212.49
2016,10,10,198.55
2016,10,11,197.31
2016,10,12,216.57
2016,10,13,231.36
2016,10,14,130.74
2016,10,15,115.11
2016,10,16,150.44
2016,10,17,230.48
2016,10,18,225.83
2016,10,19,236.51
2016,10,20,226.92
2016,10,21,227.1
2016,10,22,215.38
2016,10,23,201.86
2016,10,24,156.55
2016,10,25,151.34
2016,10,26,205.81
2016,10,27,216.93
2016,10,28,241.91
2016,10,29,207.21
2016,10,30,198.16
2016,10,31,192.55
2016,11,1,188.93
2016,11,2,188.15
2016,11,3,231.44
2016,11,4,243.8
2016,11,5,206.36
2016,11,6,224.38
2016,11,7,72.99
2016,11,8,130.51
2016,11,9,112.65
2016,11,10,119.23
2016,11,11,233.46
2016,11,12,236.37
2016,11,13,225.43
2016,11,14,231.78
2016,11,15,236.74
2016,11,16,243.37
2016,11,17,236.87
2016,11,18,236.76
2016,11,19,215.49
2016,11,20,199.51
2016,11,21,207.43
2016,11,22,195.31
2016,11,23,160.54
2016,11,24,119.41
2016,11,25,205.88
2016,11,26,201.6
2016,11,27,227.4
2016,11,28,229.46
2016,11,29,232.7
2016,11,30,224.11
2016,12,1,223.81
2016,12,2,212.8
2016,12,3,188.8
2016,12,4,159.7
2016,12,5,184.17
2016,12,6,172.01
2016,12,7,202.95
2016,12,8,209.91
2016,12,9,220.12
2016,12,10,205.67
2016,12,11,198.13
2016,12,12,213.77
2016,12,13,212.59
2016,12,14,168.54
2016,12,15,107.03
2016,12,16,95.13
2016,12,17,178.7
2016,12,18,219.89
2016,12,19,223.27
2016,12,20,219.07
2016,12,21,213.5
2016,12,22,210.7
2016,12,23,194.05
2016,12,24,209.16
2016,12,25,220.35
2016,12,26,194.9
2016,12,27,194.99
2016,12,28,222.27
2016,12,29,225.74
2016,12,30,210.66
2016,12,31,138.82
2017,1,1,151.77
2017,1,2,195.33
2017,1,3,184.34
2017,1,4,171.43
2017,1,5,166.6
2017,1,6,167.12
2017,1,7,189.05
2017,1,8,133.29
2017,1,9,166.53
2017,1,10,103.98
2017,1,11,128.21
2017,1,12,148.97
2017,1,13,161.55
2017,1,14,210.09
2017,1,15,233.91
2017,1,16,227.16
2017,1,17,153.52
2017,1,18,191.09
2017,1,19,232.42
2017,1,20,224.23
2017,1,21,228.12
2017,1,22,232.91
2017,1,23,211.81
2017,1,24,229.26
2017,1,25,231.92
2017,1,26,228.85
2017,1,27,226.27
2017,1,28,237.6
2017,1,29,234.4
2017,1,30,224.82
2017,1,31,246.66
2017,2,1,252.9
2017,2,2,174.51
2017,2,3,175.93
2017,2,4,241.41
2017,2,5,256.69
2017,2,6,255.41
2017,2,7,251.36
2017,2,8,230.96
2017,2,9,230.78
2017,2,10,236.53
2017,2,11,258.9
2017,2,12,248.16
2017,2,13,253.98
2017,2,14,256.32
2017,2,15,252.2
2017,2,16,269.58
2017,2,17,265.48
2017,2,18,269.46
2017,2,19,266.49
2017,2,20,260.68
2017,2,21,228.75
2017,2,22,207.42
2017,2,23,229.42
2017,2,24,209.83
2017,2,25,152.33
2017,2,26,171.42
2017,2,27,217.91
2017,2,28,278.09
2017,3,1,284.23
2017,3,2,280.53
2017,3,3,259.73
2017,3,4,269.77
2017,3,5,238.25
2017,3,6,221.45
2017,3,7,190.51
2017,3,8,182.8
2017,3,9,200.72
2017,3,10,236.97
2017,3,11,255.2
2017,3,12,248.85
2017,3,13,266.27
2017,3,14,265.63
2017,3,15,242.68
2017,3,16,125.26
2017,3,17,204.2
2017,3,18,205.15
2017,3,19,208.57
2017,3,20,225.32
2017,3,21,205.29
2017,3,22,263.34
2017,3,23,242.82
2017,3,24,170.29
2017,3,25,221.73
2017,3,26,134.27
2017,3,27,171.83
2017,3,28,286.23
2017,3,29,269.02
2017,3,30,261.81
2017,3,31,206
2017,4,1,207.55
2017,4,2,289.02
2017,4,3,297.41
2017,4,4,260.63
2017,4,5,140.17
2017,4,6,207.99
2017,4,7,270.5
2017,4,8,279.49
2017,4,9,274.6
2017,4,10,271.21
2017,4,11,266.84
2017,4,12,271.78
2017,4,13,207.97
2017,4,14,253.62
2017,4,15,256.1
2017,4,16,256
2017,4,17,246.16
2017,4,18,230.16
2017,4,19,219.59
2017,4,20,272.83
2017,4,21,300.9
2017,4,22,297.05
2017,4,23,279.77
2017,4,24,217.22
2017,4,25,223.23
2017,4,26,258.75
2017,4,27,251.38
2017,4,28,132.36
2017,4,29,179.34
2017,4,30,256.85
2017,5,1,252.76
2017,5,2,258.16
2017,5,3,226.44
2017,5,4,235.57
2017,5,5,230.88
2017,5,6,249.29
2017,5,7,180.95
2017,5,8,263.48
2017,5,9,231.59
2017,5,10,202.55
2017,5,11,217.23
2017,5,12,245.36
2017,5,13,177.35
2017,5,14,228.4
2017,5,15,220.25
2017,5,16,182.15
2017,5,17,121.27
2017,5,18,139.51
2017,5,19,222.95
2017,5,20,240.48
2017,5,21,243.06
2017,5,22,237.14
2017,5,23,217.56
2017,5,24,224.45
2017,5,25,185.3
2017,5,26,190.55
2017,5,27,246.54
2017,5,28,248.14
2017,5,29,237.88
2017,5,30,156.27
2017,5,31,230.18
2017,6,1,251.34
2017,6,2,222.88
2017,6,3,283.25
2017,6,4,270.3
2017,6,5,264.2
2017,6,6,246.64
2017,6,7,198.98
2017,6,8,167.16
2017,6,9,162.55
2017,6,10,173.66
2017,6,11,171.22
2017,6,12,208.78
2017,6,13,187.62
2017,6,14,175.43
2017,6,15,197.24
2017,6,16,274.88
2017,6,17,212.2
2017,6,18,202.16
2017,6,19,242.79
2017,6,20,176.53
2017,6,21,226.14
2017,6,22,239.62
2017,6,23,238.59
2017,6,24,234.76
2017,6,25,183.57
2017,6,26,221.34
2017,6,27,194.58
2017,6,28,218.44
2017,6,29,143.1
2017,6,30,192.77
2017,7,1,230.85
2017,7,2,239.73
2017,7,3,176.98
2017,7,4,111.24
2017,7,5,172.05
2017,7,6,209.36
2017,7,7,207.43
2017,7,8,200.42
2017,7,9,206.97
2017,7,10,177.1
2017,7,11,165.22
2017,7,12,238.35
2017,7,13,187.58
2017,7,14,182.64
2017,7,15,161.25
2017,7,16,167.6
2017,7,17,155.64
2017,7,18,216.04
2017,7,19,166.66
2017,7,20,175.55
2017,7,21,164.02
2017,7,22,178.93
2017,7,23,186.62
2017,7,24,215.73
2017,7,25,200.3
2017,7,26,128.96
2017,7,27,75.4
2017,7,28,157.66
2017,7,29,116.87
2017,7,30,199.2
2017,7,31,252.41
2017,8,1,188.27
2017,8,2,247.69
2017,8,3,234.96
2017,8,4,210.09
2017,8,5,138.95
2017,8,6,151.28
2017,8,7,219.05
2017,8,8,222.49
2017,8,9,247.16
2017,8,10,227.16
2017,8,11,252.45
2017,8,12,276.55
2017,8,13,272.2
2017,8,14,253.53
2017,8,15,198.16
2017,8,16,174.62
2017,8,17,205.48
2017,8,18,212.84
2017,8,19,154.17
2017,8,20,148.82
2017,8,21,209.38
2017,8,22,252.78
2017,8,23,268.06
2017,8,24,170.27
2017,8,25,207.52
2017,8,26,161.52
2017,8,27,201.53
2017,8,28,220.51
2017,8,29,117.34
2017,8,30,165.54
2017,8,31,224.23
2017,9,1,208.26
2017,9,2,200.88
2017,9,3,234.34
2017,9,4,207.05
2017,9,5,148.89
2017,9,6,180.42
2017,9,7,166.25
2017,9,8,194.92
2017,9,9,243.26
2017,9,10,225.09
2017,9,11,267.7
2017,9,12,256.11
2017,9,13,274.65
2017,9,14,201.32
2017,9,15,76.45
2017,9,16,164.6
2017,9,17,166.1
2017,9,18,255.29
2017,9,19,283.98
2017,9,20,160.3
2017,9,21,242.12
2017,9,22,222.61
2017,9,23,177.19
2017,9,24,178.61
2017,9,25,86.48
2017,9,26,210.51
2017,9,27,220.61
2017,9,28,194.95
2017,9,29,229.24
2017,9,30,163.92
2017,10,1,215.95
2017,10,2,163.8
2017,10,3,162.9
2017,10,4,127.13
2017,10,5,172.19
2017,10,6,185.11
2017,10,7,213.82
2017,10,8,202.48
2017,10,9,214.52
2017,10,10,123.57
2017,10,11,125.21
2017,10,12,167.06
2017,10,13,219.62
2017,10,14,194.15
2017,10,15,173.35
2017,10,16,180.23
2017,10,17,80.81
2017,10,18,147.19
2017,10,19,208.95
2017,10,20,176.24
2017,10,21,207.46
2017,10,22,224.52
2017,10,23,211.87
2017,10,24,183.74
2017,10,25,210.41
2017,10,26,234.72
2017,10,27,231.69
2017,10,28,225.02
2017,10,29,227.33
2017,10,30,227.27
2017,10,31,218.21
2017,11,1,168.45
2017,11,2,236.05
2017,11,3,232.86
2017,11,4,222.52
2017,11,5,99.61
2017,11,6,134.26
2017,11,7,191.73
2017,11,8,116.67
2017,11,9,164.77
2017,11,10,197.32
2017,11,11,207.48
2017,11,12,213.7
2017,11,13,213.62
2017,11,14,225.42
2017,11,15,189.56
2017,11,16,196.51
2017,11,17,218.75
2017,11,18,204.39
2017,11,19,163.7
2017,11,20,172.83
2017,11,21,141.02
2017,11,22,156.37
2017,11,23,208.8
2017,11,24,214.88
2017,11,25,218.48
2017,11,26,225.1
2017,11,27,214.24
2017,11,28,178.58
2017,11,29,175.81
2017,11,30,180.71
2017,12,1,156.06
2017,12,2,213.01
2017,12,3,224.24
2017,12,4,211.58
2017,12,5,191.31
2017,12,6,200.68
2017,12,7,221.92
2017,12,8,167.34
2017,12,9,179.52
2017,12,10,211.23
2017,12,11,193.6
2017,12,12,174.53
2017,12,13,183.77
2017,12,14,176.87
2017,12,15,201.88
2017,12,16,193.42
2017,12,17,213.59
2017,12,18,209.27
2017,12,19,226.55
2017,12,20,228.05
2017,12,21,221.53
2017,12,22,217.91
2017,12,23,224
2017,12,24,220.95
2017,12,25,161.09
2017,12,26,103.34
2017,12,27,74.62
2017,12,28,128.83
2017,12,29,194.38
2017,12,30,191.93
2017,12,31,189.9
2018,1,1,217.75
2018,1,2,198.79
2018,1,3,180.23
2018,1,4,220.8
2018,1,5,214.52
2018,1,6,177.29
2018,1,7,132.24
2018,1,8,187.77
2018,1,9,196.07
2018,1,10,115.84
2018,1,11,116.15
2018,1,12,197.79
2018,1,13,228.86
2018,1,14,234.03
2018,1,15,183.73
2018,1,16,222.55
2018,1,17,226.72
2018,1,18,235.84
2018,1,19,236.63
2018,1,20,230.18
2018,1,21,217.21
2018,1,22,222.34
2018,1,23,239.8
2018,1,24,237.44
2018,1,25,227.43
2018,1,26,213.56
2018,1,27,141.29
2018,1,28,175.77
2018,1,29,155.38
2018,1,30,128.02
2018,1,31,124.31
2018,2,1,121.22
2018,2,2,181.49
2018,2,3,178.32
2018,2,4,237.37
2018,2,5,236.96
2018,2,6,239.85
2018,2,7,212.45
2018,2,8,223.23
2018,2,9,203.44
2018,2,10,204.16
2018,2,11,213.85
2018,2,12,255.44
2018,2,13,261.41
2018,2,14,255.19
2018,2,15,246.42
2018,2,16,229.7
2018,2,17,224.97
2018,2,18,180.83
2018,2,19,209.04
2018,2,20,187.75
2018,2,21,181.27
2018,2,22,92.25
2018,2,23,144.51
2018,2,24,185.54
2018,2,25,232.85
2018,2,26,233.43
2018,2,27,147.56
2018,2,28,221.18
2018,3,1,179.49
2018,3,2,205.3
2018,3,3,218.62
2018,3,4,257.33
2018,3,5,271.77
2018,3,6,222.51
2018,3,7,190.72
2018,3,8,205.51
2018,3,9,166.5
2018,3,10,273.03
2018,3,11,276.66
2018,3,12,262.53
2018,3,13,176.06
2018,3,14,182.81
2018,3,15,220.69
2018,3,16,245.9
2018,3,17,252.56
2018,3,18,233.32
2018,3,19,236.42
2018,3,20,215.69
2018,3,21,170.48
2018,3,22,180.65
2018,3,23,258.89
2018,3,24,259.29
2018,3,25,250.89
2018,3,26,181.88
2018,3,27,198.99
2018,3,28,226.27
2018,3,29,209.66
2018,3,30,204.21
2018,3,31,198.73
2018,4,1,219.18
2018,4,2,247.73
2018,4,3,233.19
2018,4,4,231.73
2018,4,5,236.3
2018,4,6,203.4
2018,4,7,117.12
2018,4,8,276.23
2018,4,9,304.97
2018,4,10,298.46
2018,4,11,286.92
2018,4,12,277.73
2018,4,13,278.01
2018,4,14,280.01
2018,4,15,202.59
2018,4,16,249.49
2018,4,17,96.72
2018,4,18,281.85
2018,4,19,252.52
2018,4,20,260.77
2018,4,21,256.17
2018,4,22,267.16
2018,4,23,272.87
2018,4,24,263.67
2018,4,25,218.57
2018,4,26,149.77
2018,4,27,232.55
2018,4,28,105.76
2018,4,29,159.61
2018,4,30,182.76
2018,5,1,216
2018,5,2,246.32
2018,5,3,239.72
2018,5,4,220.32
